   0.00000000       0.00000000    
   9.99999978E-03   9.99983307E-03
   1.99999996E-02   1.99986659E-02
   2.99999993E-02   2.99954992E-02
   3.99999991E-02   3.99893336E-02
   4.99999970E-02   4.99791652E-02
   5.99999949E-02   5.99640012E-02
   6.99999928E-02   6.99428394E-02
   7.99999908E-02   7.99146816E-02
   8.99999887E-02   8.98785368E-02
   9.99999866E-02   9.98334065E-02
  0.109999985      0.109778285    
  0.119999982      0.119712189    
  0.129999980      0.129634127    
  0.139999986      0.139543101    
  0.149999991      0.149438128    
  0.159999996      0.159318209    
  0.170000002      0.169182345    
  0.180000007      0.179029584    
  0.190000013      0.188858911    
  0.200000018      0.198669344    
  0.210000023      0.208459929    
  0.220000029      0.218229651    
  0.230000034      0.227977559    
  0.240000039      0.237702668    
  0.250000030      0.247403994    
  0.260000020      0.257080585    
  0.270000011      0.266731441    
  0.280000001      0.276355654    
  0.289999992      0.285952210    
  0.299999982      0.295520186    
  0.309999973      0.305058599    
  0.319999963      0.314566523    
  0.329999954      0.324042976    
  0.339999944      0.333487034    
  0.349999934      0.342897743    
  0.359999925      0.352274150    
  0.369999915      0.361615360    
  0.379999906      0.370920390    
  0.389999896      0.380188316    
  0.399999887      0.389418244    
  0.409999877      0.398609221    
  0.419999868      0.407760322    
  0.429999858      0.416870683    
  0.439999849      0.425939322    
  0.449999839      0.434965402    
  0.459999830      0.443947941    
  0.469999820      0.452886134    
  0.479999810      0.461778998    
  0.489999801      0.470625699    
  0.499999791      0.479425341    
  0.509999812      0.488177091    
  0.519999802      0.496879965    
  0.529999793      0.505533159    
  0.539999783      0.514135778    
  0.549999774      0.522687018    
  0.559999764      0.531185985    
  0.569999754      0.539631844    
  0.579999745      0.548023701    
  0.589999735      0.556360781    
  0.599999726      0.564642251    
  0.609999716      0.572867215    
  0.619999707      0.581034899    
  0.629999697      0.589144528    
  0.639999688      0.597195208    
  0.649999678      0.605186164    
  0.659999669      0.613116562    
  0.669999659      0.620985746    
  0.679999650      0.628792763    
  0.689999640      0.636536896    
  0.699999630      0.644217432    
  0.709999621      0.651833475    
  0.719999611      0.659384370    
  0.729999602      0.666869342    
  0.739999592      0.674287617    
  0.749999583      0.681638479    
  0.759999573      0.688921154    
  0.769999564      0.696134925    
  0.779999554      0.703279078    
  0.789999545      0.710352957    
  0.799999535      0.717355788    
  0.809999526      0.724286854    
  0.819999516      0.731145501    
  0.829999506      0.737931013    
  0.839999497      0.744642794    
  0.849999487      0.751280069    
  0.859999478      0.757842243    
  0.869999468      0.764328599    
  0.879999459      0.770738542    
  0.889999449      0.777071416    
  0.899999440      0.783326566    
  0.909999430      0.789503396    
  0.919999421      0.795601249    
  0.929999411      0.801619589    
  0.939999402      0.807557762    
  0.949999392      0.813415170    
  0.959999382      0.819191217    
  0.969999373      0.824885368    
  0.979999363      0.830497026    
  0.989999354      0.836025596    
  0.999999344      0.841470659    
